panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y;db_ref;recording_givid
2;70833_1;511729_v2020;70833;1;2160;2160;95;bestaand meetpunt;hoofdtype aanwezig;2020-08-27;23695,50;199577,60;wn_29;"circle: IV2021020813375412; square: IV2021020813433421"
2;75889_1;601922_v2014;75889;1;2130;2130_had;100;bestaand meetpunt;hoofdtype aanwezig;2021-07-28;53887,60;216183,60;dh_03;"circle: IV2022022715240205; square: IV2022022721063192"
2;81205_2;601421_v2014;81205;1;2130;2130_had;;bestaand meetpunt;hoofdtype aanwezig;2020-09-10;77822,80;227597,60;81205;"circle: IV2021021017234254; square: IV2021021017253747"
2;81973_2;511725_v2020;81973;1;2130;2130_hd;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-07;78269,90;226508,00;81973;"circle: IV2021020311555972; square: IV2021020312011653"
2;87217_1;645478_v2020;87217;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2020-09-22;24176,40;198354,90;wz_24;"circle: IV2020122415564970; square: IV2020122416000878"
2;91505_1;644280_v2014;91505;1;2130;2130_hd;60;bestaand meetpunt;hoofdtype aanwezig;2020-07-20;42589,60;210574,10;91505;"circle: IV2021011513410504; square: IV2021011513425087"
2;97589_1;601135_v2014;97589;1;2130;2130_hd;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-09;78220,40;227497,80;zw_95;"circle: IV2021021814202479; square: IV2021021814243054"
2;110385_1;644211_v2014;110385;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-15;33597,60;203438,10;110385;"circle: IV2021011409540831; square: IV2021011411424030"
2;110705_1;590003_v2014;110705;1;2120;2120;95;bestaand meetpunt;hoofdtype aanwezig;2020-07-14;50621,60;215790,10;110705;"circle: IV2021011321424591; square: IV2021011321462517"
2;111985_1;589926_v2014;111985;1;2120;2120;50;bestaand meetpunt;hoofdtype aanwezig;2020-07-20;45085,60;212238,10;111985;"circle: IV2021011513522454; square: IV2021011513563616"
2;120945_1;589621_v2014;120945;1;2120;2120;90;bestaand meetpunt;hoofdtype aanwezig;2020-07-14;51581,60;216398,10;120945;"circle: IV2021011321285193; square: IV2021011321315520"
2;121525_2;507103_v2018;121525;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-02;65373,60;224406,20;121525;"circle: IV2021011211410717; square: IV2021011211462831"
2;130865_2;511568_v2020;130865;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2021-08-10;31677,40;203662,40;130865;"circle: IV2022031620244735; square: IV2022031620295649"
2;137393_1;507120_v2018;137393;0;2160;2160;30;bestaand meetpunt;hoofdtype aanwezig;2020-08-19;26429,60;201294,10;137393;"circle: IV2020120210211261; square: IV2020120211422533"
2;140465_1;645478_v2020;140465;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2021-08-24;24296,20;198773,90;wo_03;"circle: IV2022051222053917; square: IV2022051222082464"
2;143797_1;609725_v2018;143797;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-09;61725,60;222958,10;143797;"circle: IV2021011312123392; square: IV2021011312154589"
2;147249_1;638411_v2014;147249;1;2160;2160;10;bestaand meetpunt;hoofdtype aanwezig;2021-08-18;29737,20;202298,00;dp_09;"circle: IV2022051014311949; square: IV2022051014355786"
2;153777_1;511592_v2020;153777;1;2160;2160;60;bestaand meetpunt;hoofdtype aanwezig;2021-08-25;28323,00;200804,00;nd_15;"circle: IV2022051222194996; square: IV2022051222223979"
2;174897_1;511704_v2020;174897;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-28;37149,60;207022,10;174897;"circle: IV2021011914214175; square: IV2021011914253938"
2;186481_1;572540_v2014;186481;1;2130;2130_hd;50;nieuw meetpunt;hoofdtype aanwezig;;51197,60;216078,10;;
2;186545_1;511730_v2020;186545;1;2160;2160;91;bestaand meetpunt;hoofdtype aanwezig;2021-08-19;26102,80;200260,40;hs_04;"circle: IV2022051017294517; square: IV2022051017365431"
2;188593_1;602008_v2014;188593;1;2130;2130_had;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-17;24243,30;196370,20;ca_08;"circle: IV2021011509552820; square: IV2021011509585608"
2;192305_1;639486_v2014;192305;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2020-07-08;32336,00;204060,50;ty_01;"circle: IV2021011309484294; square: IV2021011309504788"
2;192625_1;646053_v2014;192625;1;2120;2120;40;bestaand meetpunt;hoofdtype aanwezig;2020-07-14;50013,60;215438,10;192625;"circle: IV2021011321523331; square: IV2021011321561657"
2;194737_1;638198_v2014;194737;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-25;27994,10;201049,30;nd_03;"circle: IV2022051222520494; square: IV2022051222571398"
2;196021_1;659750_v2014;196021;1;2120;2120;60;bestaand meetpunt;hoofdtype aanwezig;2020-07-09;59357,60;221454,10;196021;"circle: IV2021011313511379; square: IV2021011314105671"
2;208181_1;560727_v2018;208181;1;2130;2130_hd;100;nieuw meetpunt;hoofdtype aanwezig;;76637,60;227150,10;;
2;210737_1;517210_v2020;210737;1;2130;2130_hd;100;nieuw meetpunt;hoofdtype aanwezig;;35743,20;205885,80;;
2;215665_1;602009_v2014;215665;1;2130;2130_had;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-16;38538,80;205468,90;sb_06;"circle: IV2021020915334073; square: IV2021020915383240"
2;225073_1;502872_v2018;225073;1;2130;2130_hd;70;nieuw meetpunt;hoofdtype aanwezig;;32637,60;202958,10;;
2;228977_2;516805_v2020;228977;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-23;39953,40;208699,10;228977;"circle: IV2021011523012885; square: IV2021011523051835"
2;240433_1;;240433;1;2180;2180;;bestaand meetpunt;hoofdtype aanwezig;2020-09-16;36893,60;206734,10;240433;"circle: IV2020122314440629; square: IV2020122315100049"
2;249649_2;545377_v2018;249649;1;2160;2160;75;bestaand meetpunt;hoofdtype aanwezig;2020-09-28;33985,20;204743,90;sd_02;"circle: IV2021021815145590; square: IV2021021816160483"
2;250033_1;152749_v2020;250033;1;2180;2180;70;bestaand meetpunt;hoofdtype aanwezig;2020-09-17;24016,30;196389,90;ca_06;"circle: IV2020122315372252; square: IV2020122315393420"
2;255153_1;490473_v2020;255153;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2020-09-21;25373,60;199310,10;255153;"circle: IV2020113016470340; square: IV2020113016571783"
2;261429_1;642989_v2014;261429;1;2160;2160;50;bestaand meetpunt;hoofdtype aanwezig;2020-09-14;77400,10;228058,80;zw_05;"circle: IV2021021516334763; square: IV2021021516522470"
2;263605_1;645638_v2014;263605;1;2130;2130_hd;95;nieuw meetpunt;hoofdtype aanwezig;;58013,60;220366,10;;
2;266417_1;169742_v2020;266417;1;2130;2130_hd;70;nieuw meetpunt;hoofdtype aanwezig;;23273,60;197890,80;;
2;268341_1;638175_v2014;268341;0;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-14;72061,60;226190,10;268341;"circle: IV2020120410244162; square: IV2020120410471019"
2;273717_1;587725_v2018;273717;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-07;77277,60;226958,10;273717;"circle: IV2020120215071324; square: IV2020120215103764"
2;273969_1;638500_v2014;273969;1;2160;2160;90;bestaand meetpunt;hoofdtype aanwezig;2021-08-16;29581,50;202789,30;sc_03;"circle: IV2022042912314790; square: IV2022042912482620"
2;304305_2;645478_v2020;304305;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2021-08-26;25053,80;199086,00;304305;"circle: IV2022051310093946; square: IV2022051310132901"
2;317617_1;511730_v2020;317617;1;2160;2160;91;bestaand meetpunt;hoofdtype aanwezig;2021-08-19;26616,10;200859,30;hs_13;"circle: IV2022051017031260; square: IV2022051017072200"
2;319665_1;645696_v2014;319665;1;2130;2130_had;80;bestaand meetpunt;hoofdtype aanwezig;2020-07-17;23472,90;196286,00;ca_01;"circle: IV2021011510212832; square: IV2021011510232253"
2;326965_2;642835_v2014;326965;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-14;78423,60;228514,10;zw_27;"circle: IV2020120216201945; square: IV2020120216251498"
2;329841_2;638498_v2014;329841;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2021-08-10;53661,60;217518,10;329841;"circle: IV2022042710222638; square: IV2022042710353128"
2;337073_1;645478_v2020;337073;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2021-08-26;24637,60;198862,10;337073;"circle: IV2022051310245008; square: IV2022051310304406"
2;338033_1;602100_v2014;338033;1;2130;2130_had;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-22;53981,20;216416,30;dh_06;"circle: IV2021011516500457; square: IV2021011516515867"
2;385201_2;169536_v2020;385201;1;2130;2130_had;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-16;24670,00;196397,20;385201;"circle: IV2021011417560923; square: IV2021011417592603"
2;386225_1;539187_v2018;386225;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-21;25657,60;199436,10;oh_01;"circle: IV2020113021114309; square: IV2020113021140253"
2;388405_1;641642_v2014;388405;1;2160;2160;95;bestaand meetpunt;hoofdtype aanwezig;2020-07-02;77149,60;227918,10;388405;"circle: IV2021011122432466; square: IV2021011122484812"
2;405041_1;641643_v2014;405041;1;2160;2160;75;bestaand meetpunt;hoofdtype aanwezig;2021-08-20;29949,60;202318,10;405041;"circle: IV2022051114301465; square: IV2022051114342732"
2;413749_1;587725_v2018;413749;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-09;76797,60;226702,10;413749;"circle: IV2020120215370449; square: IV2020120215384647"
2;414897_2;166807_v2020;414897;1;2190;2190_overig;69;bestaand meetpunt;hoofdtype aanwezig;2021-07-26;22749,59;198318,11;414897;
2;415921_2;638423_v2014;415921;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-25;27837,60;200814,20;415921;"circle: IV2022051309175981; square: IV2022051309203778"
2;448689_1;511730_v2020;448689;1;2160;2160;91;bestaand meetpunt;hoofdtype aanwezig;2021-08-19;26476,00;201111,20;hs_12;"circle: IV2022032120074193; square: IV2022032120164256"
2;453425_1;570310_v2018;453425;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-23;37851,10;207165,10;sl_01;"circle: IV2021011522302763; square: IV2021011522332571"
2;456881_2;511592_v2020;456881;1;2160;2160;60;bestaand meetpunt;hoofdtype aanwezig;2021-08-25;28573,50;201230,00;456881;"circle: IV2022051309304666; square: IV2022051309370206"
2;458037_1;;458037;1;2190;2190_overig;;bestaand meetpunt;hoofdtype aanwezig;2020-09-04;78535,60;228097,40;zw_31;"circle: IV2021020310360704; square: IV2021020311125571"
2;470325_1;587725_v2018;470325;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-09;76701,60;226830,10;470325;"circle: IV2020120215451489; square: IV2020120215464258"
2;477809_1;601790_v2014;477809;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2020-09-16;38621,60;205614,10;477809;"circle: IV2021020915562064; square: IV2021020916425718"
2;511793_1;545377_v2018;511793;1;2160;2160;75;bestaand meetpunt;hoofdtype aanwezig;2020-09-28;34077,60;204558,10;511793;"circle: IV2020122316022040; square: IV2020122316200555"
2;512177_1;152749_v2020;512177;1;2180;2180;70;bestaand meetpunt;hoofdtype aanwezig;2020-09-17;24061,60;196430,10;512177;"circle: IV2021020912560994; square: IV2021020913072938"
2;514225_1;511730_v2020;514225;1;2160;2160;91;bestaand meetpunt;hoofdtype aanwezig;2021-08-19;26301,60;200622,10;514225;"circle: IV2022051111104053; square: IV2022051111145195"
2;556341_1;641965_v2014;556341;1;2160;2160;85;bestaand meetpunt;hoofdtype aanwezig;2020-07-06;78557,60;228430,10;556341;"circle: IV2021011213483112; square: IV2021011213510362"
2;556849_1;559562_v2018;556849;1;2160;2160;70;bestaand meetpunt;hoofdtype aanwezig;2021-08-17;31005,60;203278,10;556849;"circle: IV2022050314444562; square: IV2022050314513260"
2;562353_1;645478_v2020;562353;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2020-09-22;23933,60;198414,10;562353;"circle: IV2021011813155073; square: IV2021011813214975"
2;567473_1;;567473;1;2180;2180;;bestaand meetpunt;hoofdtype aanwezig;2020-09-25;26333,60;199182,10;567473;"circle: IV2020122315442760; square: IV2020122315464658"
2;574901_1;595406_v2014;574901;1;2180;2180;5;bestaand meetpunt;hoofdtype aanwezig;2020-09-28;57573,10;219434,90;bd_06;"circle: IV2020122316500539; square: IV2020122316540893"
2;581809_1;169536_v2020;581809;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2020-07-16;24377,30;196561,90;ca_10;"circle: IV2021011415473427; square: IV2021011415502665"
2;589109_1;643003_v2014;589109;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-05;77971,40;228256,40;zw_16;"circle: IV2022022819065319; square: IV2022022819130686"
2;601649_2;606676_v2018;601649;0;2160;2160;20;bestaand meetpunt;hoofdtype aanwezig;2021-08-17;29917,60;203278,10;601649;"circle: IV2022050417391801; square: IV2022050417433569"
2;606001_1;511619_v2020;606001;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2021-08-20;30525,60;202542,10;606001;"circle: IV2022051114041101; square: IV2022051114171554"
2;606261_1;514150_v2018;606261;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-07;77917,60;226670,10;606261;"circle: IV2020120215283175; square: IV2020120215303595"
2;616625_1;539187_v2018;616625;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-25;26145,60;199054,90;oh_03;"circle: IV2021021816364719; square: IV2021021816514337"
2;631985_1;539187_v2018;631985;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-25;25928,60;199179,60;oh_02;"circle: IV2021031016342319; square: IV2021031016363298"
2;648369_1;539187_v2018;648369;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-25;26045,60;199214,10;648369;"circle: IV2020122315515392; square: IV2020122315542805"
2;650549_1;643003_v2014;650549;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-05;77902,60;228524,20;zw_15;"circle: IV2022030112232741; square: IV2022030112284715"
2;664753_1;;664753;1;2180;2180;;bestaand meetpunt;hoofdtype aanwezig;2020-09-22;24042,20;198166,50;wz_23;"circle: IV2020122415455466; square: IV2020122415495361"
2;665653_1;640872_v2014;665653;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-09;73533,60;226542,10;665653;"circle: IV2022030209540567; square: IV2022030210003057"
2;667185_1;641643_v2014;667185;1;2160;2160;75;bestaand meetpunt;hoofdtype aanwezig;2021-08-20;29981,60;202254,10;667185;"circle: IV2022051115125222; square: IV2022051115171744"
2;678065_1;460332_v2018;678065;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-25;28125,60;200878,10;678065;"circle: IV2022051222383211; square: IV2022051222413977"
2;687729_1;516903_v2020;687729;1;2120;2120;45;nieuw meetpunt;hoofdtype aanwezig;;40413,60;208974,10;;
2;693425_1;645479_v2020;693425;1;2120;2120;76;nieuw meetpunt;hoofdtype aanwezig;;23581,60;198702,10;;
2;699185_1;511704_v2020;699185;1;2120;2120;100;nieuw meetpunt;hoofdtype aanwezig;;37149,60;207118,10;;
2;710769_1;590304_v2014;710769;1;2120;2120;80;nieuw meetpunt;hoofdtype aanwezig;;50941,60;216046,10;;
2;715445_1;507103_v2018;715445;1;2120;2120;100;nieuw meetpunt;hoofdtype aanwezig;;66461,60;224814,10;;
2;720689_1;511568_v2020;720689;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2021-08-10;31933,50;203598,60;720689;"circle: IV2022031620420928; square: IV2022031620520353"
2;782513_1;152749_v2020;782513;1;2180;2180;70;bestaand meetpunt;hoofdtype aanwezig;2020-09-17;23759,90;196333,00;ca_04;"circle: IV2020122315175746; square: IV2020122315202968"
2;795825_1;509632_v2020;795825;1;2170;2170;75;bestaand meetpunt;hoofdtype aanwezig;2020-08-27;23817,50;199474,00;wn_27;"circle: IV2021020315180623; square: IV2021020315325351"
2;811185_2;103083_v2016;811185;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2020-07-17;25432,70;196879,20;811185;"circle: IV2021011421460959; square: IV2021011421474427"
2;843953_1;169536_v2020;843953;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2020-07-16;24356,80;196648,60;ca_09;"circle: IV2021011421115160; square: IV2021011421142186"
2;851253_1;642011_v2014;851253;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-01;77242,80;227651,00;zw_04;"circle: IV2020120214121489; square: IV2020120214143341"
2;912693_1;643975_v2014;912693;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-07-02;76831,70;227936,50;zw_02;"circle: IV2021011121021872; square: IV2021011122264803"
2;913585_2;152749_v2020;913585;1;2130;2130_had;;bestaand meetpunt;subtype aanwezig;2020-07-17;23910,00;196079,90;913585;"circle: IV2021011511362765; square: IV2021011511382024"
2;966833_2;139759_v2020;966833;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2020-07-17;24185,80;196075,80;966833;"circle: IV2021011511481135; square: IV2021011511501803"
2;975025_1;169536_v2020;975025;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2020-07-16;25053,60;196782,10;975025;"circle: IV2021011421243074; square: IV2021011421263811"
2;978737_2;561267_v2018;978737;1;2170;2170;55;bestaand meetpunt;hoofdtype aanwezig;2020-08-17;32925,60;203950,10;978737;"circle: IV2021030415543138; square: IV2021030415574137"
2;1036465_1;638356_v2014;1036465;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-17;24591,90;196528,50;ca_12;"circle: IV2021020913215942; square: IV2021020913245178"
2;1040561_1;169536_v2020;1040561;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2020-07-16;24378,40;196422,50;ca_11;"circle: IV2021011420521383; square: IV2021011420541030"
2;1060149_2;587725_v2018;1060149;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-14;76989,10;226829,30;1060149;"circle: IV2020120216123940; square: IV2020120216140340"
2;1113397_1;638342_v2014;1113397;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-14;77693,60;228078,10;1113397;"circle: IV2021021215555995; square: IV2021021217063708"
2;1129781_1;655707_v2014;1129781;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-10;77668,60;227648,70;zw_10;"circle: IV2020120216061586; square: IV2020120216081388"
2;1172657_1;539187_v2018;1172657;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-21;25757,60;199278,10;1172657;"circle: IV2020120111495894; square: IV2020120112025970"
2;1223473_1;536876_v2018;1223473;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-09-15;37277,60;207022,10;1223473;"circle: IV2021020914291444; square: IV2021020914425657"
2;1266865_1;169674_v2020;1266865;1;2190;2190_overig;83;bestaand meetpunt;hoofdtype aanwezig;2021-08-31;23277,30;198161,90;wz_13;"circle: IV2022051311560973; square: IV2022051311590152"
2;1298609_1;152749_v2020;1298609;1;2180;2180;70;bestaand meetpunt;hoofdtype aanwezig;2020-09-01;23613,60;196238,10;1298609;"circle: IV2021020911184688; square: IV2021020911210746"
2;1371953_1;517734_v2020;1371953;1;2190;2190_overig;;bestaand meetpunt;hoofdtype aanwezig;2020-07-15;33149,60;203438,10;1371953;"circle: IV2021011411563611; square: IV2021011412380930"
2;1375541_1;619213_v2014;1375541;1;2190;2190_overig;80;bestaand meetpunt;hoofdtype aanwezig;2020-07-01;77533,60;227822,10;1375541;"circle: IV2021011114133629; square: IV2021011114203839"
2;1381553_1;511689_v2020;1381553;1;2170;2170;20;bestaand meetpunt;hoofdtype aanwezig;2020-09-02;22636,80;198720,40;wn_05;"circle: IV2021012515511275; square: IV2021012516111513"
2;1421105_1;487758_v2020;1421105;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-07-15;33341,60;203502,10;1421105;"circle: IV2021011414082974; square: IV2021011414113050"
2;1545393_1;517167_v2018;1545393;1;2170;2170;100;bestaand meetpunt;hoofdtype aanwezig;2020-08-27;23444,00;199054,70;wn_20;"circle: IV2021020318044186; square: IV2021020318085555"
2;1660081_1;511689_v2020;1660081;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-09-02;22781,60;198670,10;1660081;"circle: IV2021012918041681; square: IV2021012918061488"
2;1945393_1;487758_v2020;1945393;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-07-15;33373,60;203470,10;1945393;"circle: IV2021011415163965; square: IV2021011415190633"
2;2160817_1;408179_v2014;2160817;1;2190;2190_mp;20;bestaand meetpunt;hoofdtype aanwezig;2020-09-08;28502,30;200315,80;nd_22;"circle: IV2021021814592119; square: IV2021021815005509"
2;2420529_1;487758_v2020;2420529;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-07-15;33213,60;203438,10;2420529;"circle: IV2021011413392661; square: IV2021011413414322"
2;2593969_1;511694_v2020;2593969;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-08-27;23389,60;198990,10;2593969;"circle: IV2021020812015021; square: IV2021020812040795"
2;2987185_1;562322_v2018;2987185;1;2190;2190_overig;64;bestaand meetpunt;hoofdtype aanwezig;2021-08-27;23101,60;198126,10;2987185;"circle: IV2022051310401715; square: IV2022051310440081"
2;3025009_1;665066_v2014;3025009;1;2190;2190_overig;10;bestaand meetpunt;hoofdtype aanwezig;2020-07-22;53819,10;215976,00;dh_16;"circle: IV2021011514502944; square: IV2021011514530901"
2;3026229_2;619354_v2014;3026229;1;2190;2190_overig;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-02;77245,70;227764,60;3026229;"circle: IV2021011210111773; square: IV2021011210164709"
2;3036337_1;166807_v2020;3036337;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-09-02;22717,60;198382,10;3036337;"circle: IV2021012912113932; square: IV2021012912164517"
2;3168949_1;624414_v2014;3168949;1;2190;2190_overig;90;bestaand meetpunt;hoofdtype aanwezig;2020-07-03;66269,60;224654,10;3168949;"circle: IV2021011213305234; square: IV2021011213354985"
2;3600177_1;624604_v2014;3600177;1;2190;2190_mp;100;bestaand meetpunt;hoofdtype aanwezig;2020-08-13;33053,60;204238,10;3600177;"circle: IV2021012814205997; square: IV2021012814220819"
2;3796785_1;624541_v2014;3796785;1;2190;2190_mp;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-08;32381,60;203982,10;3796785;"circle: IV2021011310273149; square: IV2021011310410273"
2;3963057_1;596007_v2014;3963057;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2020-08-21;29853,60;201742,10;3963057;"circle: IV2021012116471966; square: IV2021012116502705"
2;4936881_1;511719_v2020;4936881;1;2190;2190_overig;60;nieuw meetpunt;hoofdtype aanwezig;;22525,60;198894,10;;
2;5461169_1;511719_v2020;5461169;1;2190;2190_overig;60;nieuw meetpunt;hoofdtype aanwezig;;22461,60;198862,10;;
2;5514417_1;510217_v2020;5514417;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;24221,60;199022,10;;
2;7427249_1;517090_v2018;7427249;1;2170;2170;100;nieuw meetpunt;hoofdtype aanwezig;;22845,60;198830,10;;
2;7515953_1;561267_v2018;7515953;1;2170;2170;55;nieuw meetpunt;hoofdtype aanwezig;;33373,60;203982,10;;
2;7520049_1;561349_v2018;7520049;1;2170;2170;40;nieuw meetpunt;hoofdtype aanwezig;;32189,60;202766,10;;
2;7689393_1;509470_v2020;7689393;1;2170;2170;70;nieuw meetpunt;hoofdtype aanwezig;;22973,60;198926,10;;
2;7745073_1;638411_v2014;7745073;1;2170;2170;50;nieuw meetpunt;hoofdtype aanwezig;;29725,60;202382,10;;
2;8007217_1;638411_v2014;8007217;1;2170;2170;50;nieuw meetpunt;hoofdtype aanwezig;;30205,60;202254,10;;
2;8072753_1;638411_v2014;8072753;1;2170;2170;50;nieuw meetpunt;hoofdtype aanwezig;;29693,60;202350,10;;
2;8135857_1;517250_v2018;8135857;1;2170;2170;70;nieuw meetpunt;hoofdtype aanwezig;;24541,60;199022,10;;
2;8449841_1;561267_v2018;8449841;1;2170;2170;55;nieuw meetpunt;hoofdtype aanwezig;;32797,60;203662,10;;
2;8646449_1;561349_v2018;8646449;1;2170;2170;40;nieuw meetpunt;hoofdtype aanwezig;;32381,60;203406,10;;
2;8732465_1;501917_v2020;8732465;1;2170;2170;20;nieuw meetpunt;hoofdtype aanwezig;;30365,60;202638,10;;
2;8793649_1;641643_v2014;8793649;1;2170;2170;20;nieuw meetpunt;hoofdtype aanwezig;;29885,60;202286,10;;
2;9074865_1;638411_v2014;9074865;1;2170;2170;50;nieuw meetpunt;hoofdtype aanwezig;;29661,60;202126,10;;
2;9170737_1;561267_v2018;9170737;1;2170;2170;55;nieuw meetpunt;hoofdtype aanwezig;;32413,60;203534,10;;
2;9184433_1;509579_v2020;9184433;1;2170;2170;15;nieuw meetpunt;hoofdtype aanwezig;;24413,59;199118,10;;
3;25777_2;645479_v2020;25777;1;2120;2120;76;bestaand meetpunt;hoofdtype aanwezig;2021-08-24;23645,60;199054,10;25777;"circle: IV2022051121423253; square: IV2022051121463601"
3;30897_1;638411_v2014;30897;1;2130;2130_hd;35;bestaand meetpunt;hoofdtype aanwezig;2021-08-18;29831,70;202086,90;dp_08;"circle: IV2022051014492331; square: IV2022051014532030"
3;54273_1;638188_v2014;54273;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-01;55621,70;218584,60;bd_02;"circle: IV2022092721073587; square: IV2022092721094472"
3;81713_2;645596_v2014;81713;1;2130;2130_hd;95;bestaand meetpunt;hoofdtype aanwezig;2021-08-20;30959,40;202840,30;dp_13;"circle: IV2022051111241288; square: IV2022051111300615"
3;88117_1;645050_v2014;88117;0;2130;2130_hd;60;bestaand meetpunt;hoofdtype aanwezig;2020-09-15;72445,60;226414,10;88117;"circle: IV2021020913514220; square: IV2021020914032298"
3;96433_2;439140_v2016;96433;1;2120;2120;60;bestaand meetpunt;hoofdtype aanwezig;2021-08-23;29373,60;201422,10;96433;"circle: IV2022051116090484; square: IV2022051116124938"
3;100465_1;444760_v2016;100465;1;2130;2130_had;30;bestaand meetpunt;hoofdtype aanwezig;2021-07-14;54240,30;216383,40;dh_12;
3;107697_1;490473_v2020;107697;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-31;25885,60;198830,10;107697;
3;107957_1;638214_v2014;107957;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-29;55419,50;218288,10;bd_01;
3;122673_1;560524_v2018;122673;0;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-10;31933,70;204366,20;122673;"circle: IV2022031620124918; square: IV2022031620180663"
3;136885_1;537674_v2018;136885;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-09;70877,60;226478,10;136885;"circle: IV2022030213183192; square: IV2022030213233916"
3;143153_1;497795_v2020;143153;1;2130;2130_hd;95;bestaand meetpunt;hoofdtype aanwezig;2020-07-29;33597,60;202830,10;143153;"circle: IV2021012513463321; square: IV2021012513551835"
