Typeklasse	Hoofdtype	Vegcode	HoofdLogical	Druk	Milieudruk	Rang	Categorie
(Half-)natuurlijke graslanden	6430	6430_hw	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
(Half-)natuurlijke graslanden	6430	6430_hw	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	5	M
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	3	H
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	5	M
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk4.2	4.2 Verzuring via het grondwater	NA	P
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	P
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk5.1	5.1 Verdroging via het grondwater	2	H
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk5.2	5.2 Vernatting via het grondwater	5	M
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	4	H
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	1	H
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	3	H
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk65	65  Toename golfslagwerking	6	L
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk66	66  Afname golfslagwerking	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	6	L
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
(Half-)natuurlijke graslanden	6430	6430_mr	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk102	102 Klimaatverandering in natte perioden	8	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	2	H
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	3	M
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	3	M
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	1	H
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	8	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	7	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk4.1	4.1 Verzuring via de lucht	6	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk4.2	4.2 Verzuring via het grondwater	NA	P
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	P
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	4	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	5	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	6	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	8	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	8	L
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
(Half-)natuurlijke graslanden	6510	6510_hu	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk101	101 Klimaatverandering in droge perioden	12	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk102	102 Klimaatverandering in natte perioden	14	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	6	M
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk14	14 Verlies van aquatische connectiviteit	12	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	2	H
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	7	M
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	4	H
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	8	M
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	1	H
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk4.1	4.1 Verzuring via de lucht	13	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk4.2	4.2 Verzuring via het grondwater	12	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk5.1	5.1 Verdroging via het grondwater	3	H
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk5.2	5.2 Vernatting via het grondwater	13	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	7	M
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	9	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	10	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	12	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	13	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	11	L
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	5	M
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
(Half-)natuurlijke graslanden	6510	6510_hua	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk101	101 Klimaatverandering in droge perioden	8	L
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk102	102 Klimaatverandering in natte perioden	8	L
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	4	H
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	8	L
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	1	H
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	3	H
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	2	H
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	5	M
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk4.1	4.1 Verzuring via de lucht	7	L
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	8	L
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	7	L
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	8	L
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	6	M
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
(Half-)natuurlijke graslanden	6510	6510_huk	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk101	101 Klimaatverandering in droge perioden	12	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk102	102 Klimaatverandering in natte perioden	12	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	5	M
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	1	H
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	6	M
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	2	H
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	8	M
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	4	H
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk4.1	4.1 Verzuring via de lucht	11	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk4.2	4.2 Verzuring via het grondwater	11	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	12	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk5.1	5.1 Verdroging via het grondwater	3	H
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk5.2	5.2 Vernatting via het grondwater	11	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	7	M
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	12	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	10	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	11	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	11	L
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	9	M
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
(Half-)natuurlijke graslanden	6510	6510_hus	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Moerassen	7140	7140_base	FALSE	Druk101	101 Klimaatverandering in droge perioden	4	M
Moerassen	7140	7140_base	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	7	L
Moerassen	7140	7140_base	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_base	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_base	FALSE	Druk14	14 Verlies van aquatische connectiviteit	8	L
Moerassen	7140	7140_base	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	1	H
Moerassen	7140	7140_base	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	2	M
Moerassen	7140	7140_base	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	7	L
Moerassen	7140	7140_base	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	3	M
Moerassen	7140	7140_base	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	6	L
Moerassen	7140	7140_base	FALSE	Druk4.1	4.1 Verzuring via de lucht	NA	S
Moerassen	7140	7140_base	FALSE	Druk4.2	4.2 Verzuring via het grondwater	NA	S
Moerassen	7140	7140_base	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Moerassen	7140	7140_base	FALSE	Druk5.1	5.1 Verdroging via het grondwater	5	L
Moerassen	7140	7140_base	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Moerassen	7140	7140_base	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	7	L
Moerassen	7140	7140_base	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	NA	S
Moerassen	7140	7140_base	FALSE	Druk65	65  Toename golfslagwerking	8	L
Moerassen	7140	7140_base	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Moerassen	7140	7140_base	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Moerassen	7140	7140_base	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	6	L
Moerassen	7140	7140_base	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Moerassen	7140	7140_base	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	7	L
Moerassen	7140	7140_base	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	6	L
Moerassen	7140	7140_base	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Moerassen	7140	7140_base	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Moerassen	7140	7140_meso	FALSE	Druk101	101 Klimaatverandering in droge perioden	7	M
Moerassen	7140	7140_meso	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	NA	S
Moerassen	7140	7140_meso	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_meso	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_meso	FALSE	Druk14	14 Verlies van aquatische connectiviteit	12	L
Moerassen	7140	7140_meso	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	5	M
Moerassen	7140	7140_meso	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	6	M
Moerassen	7140	7140_meso	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	10	L
Moerassen	7140	7140_meso	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	4	M
Moerassen	7140	7140_meso	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	3	H
Moerassen	7140	7140_meso	FALSE	Druk4.1	4.1 Verzuring via de lucht	8	L
Moerassen	7140	7140_meso	FALSE	Druk4.2	4.2 Verzuring via het grondwater	11	L
Moerassen	7140	7140_meso	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Moerassen	7140	7140_meso	FALSE	Druk5.1	5.1 Verdroging via het grondwater	1	H
Moerassen	7140	7140_meso	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Moerassen	7140	7140_meso	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	2	H
Moerassen	7140	7140_meso	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	NA	S
Moerassen	7140	7140_meso	FALSE	Druk65	65  Toename golfslagwerking	12	L
Moerassen	7140	7140_meso	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Moerassen	7140	7140_meso	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Moerassen	7140	7140_meso	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	9	L
Moerassen	7140	7140_meso	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Moerassen	7140	7140_meso	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	9	L
Moerassen	7140	7140_meso	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	11	L
Moerassen	7140	7140_meso	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Moerassen	7140	7140_meso	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk101	101 Klimaatverandering in droge perioden	9	M
Moerassen	7140	7140_mrd	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	4	M
Moerassen	7140	7140_mrd	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk14	14 Verlies van aquatische connectiviteit	7	M
Moerassen	7140	7140_mrd	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	3	M
Moerassen	7140	7140_mrd	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	5	M
Moerassen	7140	7140_mrd	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	8	M
Moerassen	7140	7140_mrd	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	10	L
Moerassen	7140	7140_mrd	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	1	H
Moerassen	7140	7140_mrd	FALSE	Druk4.1	4.1 Verzuring via de lucht	11	L
Moerassen	7140	7140_mrd	FALSE	Druk4.2	4.2 Verzuring via het grondwater	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk5.1	5.1 Verdroging via het grondwater	10	L
Moerassen	7140	7140_mrd	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	2	H
Moerassen	7140	7140_mrd	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk65	65  Toename golfslagwerking	11	L
Moerassen	7140	7140_mrd	FALSE	Druk66	66  Afname golfslagwerking	NA	S
Moerassen	7140	7140_mrd	FALSE	Druk7.3	7.3 Verzilting via het grondwater	12	L
Moerassen	7140	7140_mrd	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	13	L
Moerassen	7140	7140_mrd	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	10	L
Moerassen	7140	7140_mrd	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	13	L
Moerassen	7140	7140_mrd	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	12	L
Moerassen	7140	7140_mrd	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	6	M
Moerassen	7140	7140_mrd	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Moerassen	7140	7140_mrd	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Moerassen	7140	7140_oli	FALSE	Druk101	101 Klimaatverandering in droge perioden	5	M
Moerassen	7140	7140_oli	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	9	L
Moerassen	7140	7140_oli	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_oli	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Moerassen	7140	7140_oli	FALSE	Druk14	14 Verlies van aquatische connectiviteit	10	L
Moerassen	7140	7140_oli	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	3	M
Moerassen	7140	7140_oli	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	2	M
Moerassen	7140	7140_oli	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	8	L
Moerassen	7140	7140_oli	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	4	M
Moerassen	7140	7140_oli	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	7	L
Moerassen	7140	7140_oli	FALSE	Druk4.1	4.1 Verzuring via de lucht	6	L
Moerassen	7140	7140_oli	FALSE	Druk4.2	4.2 Verzuring via het grondwater	9	L
Moerassen	7140	7140_oli	FALSE	Druk5.1	5.1 Verdroging via het grondwater	1	H
Moerassen	7140	7140_oli	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Moerassen	7140	7140_oli	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
Moerassen	7140	7140_oli	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	NA	S
Moerassen	7140	7140_oli	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	9	L
Moerassen	7140	7140_oli	FALSE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	9	L
Moerassen	7140	7140_oli	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Moerassen	7140	7140_oli	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Moerassen	7140	7140_oli	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	7	L
Moerassen	7140	7140_oli	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Moerassen	7140	7140_oli	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	7	L
Moerassen	7140	7140_oli	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Moerassen	7140	7140_oli	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Moerassen	7140	7140_oli	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Moerassen	7150	7150	TRUE	Druk101	101 Klimaatverandering in droge perioden	4	M
